lambda,phi,x,y,z,r_mean,r_std,id
-108.86328792049726,13.97,-2000.1456586611214,-5854.18491996422,1539.013082141472,0.023808829671392306,0.08540180295056443,229
-125.35006458140695,52.8,-2229.9956241971054,-3143.7075601454444,5077.878227404251,0.41265418185314884,0.04162265077360999,230
-116.07506143147349,54.87,-1612.4339377019392,-3295.0165451620364,5213.7843994219265,0.9979342627186524,0.18864810014177752,231
-116.38017719282388,-5.33,-2820.326043050999,-5686.448949118324,-592.186085584082,0.4266983433024837,0.20527216355985295,232
-105.12849897640113,2.26,-1662.483346430571,-6149.274398371342,251.39311123374083,0.4743582636132715,0.22239343033029974,233
-111.92127657659238,-29.37,-2074.0946226508386,-5153.941264458509,-3126.60293910223,0.18316189172520703,0.26484353301185404,234
-109.8693054008149,-19.74,-2039.3813807602842,-5643.172829116661,-2153.1718474213203,0.2752635424062513,0.06657468787136273,235
-119.5214309388741,59.67,-1586.2800540566632,-2801.2951944513475,5502.4617966548185,0.33787008838873767,0.197868780833588,236
-109.55494566494262,51.58,-1325.9767216406499,-3733.0617140561403,4994.663249180604,0.62054190600448,0.18609509930162219,237
-112.36689005851488,-35.69,-1970.294474903928,-4788.144449443263,-3719.171603116577,0.6178519245814491,0.23379473470568013,238
-115.00868246909197,-7.21,-2673.7565262921958,-5731.6215739032195,-800.1032256384594,0.6563743905214018,0.14676198819899924,239
-106.62617577354065,-26.62,-1630.700605482645,-5460.962589847158,-2856.45376779817,0.5441368221676235,0.287385203557959,240
-112.29810600536338,54.15,-1416.6293595131767,-3454.424543953034,5167.2756195020365,0.9625796810912717,0.22430272951981542,241
-107.01940856761183,-8.17,-1846.9968509973485,-6033.943341017554,-905.9555120400789,0.5970680215589126,0.18680557596474087,242
-109.08124664963412,-41.45,-1562.0598780577554,-4515.7393713754645,-4220.034581276758,0.6603475961025427,0.25226065093083,243
-119.26575287554465,13.19,-3034.2726425468722,-5414.591180653224,1454.6535247556185,0.554787339441418,0.05663914054480291,244
-101.20495038207218,-46.76,-848.6364362472317,-4283.984532736597,-4644.127229345379,0.6447524387007935,0.09488157985955359,245
-109.69941643985531,-45.09,-1517.127987509424,-4237.310129086191,-4514.881010553785,0.7438937822138225,0.15869459367603533,246
-104.14407229019625,-57.03,-847.7551502629875,-3364.10060279931,-5348.342111294668,0.8607578647047383,0.2649861045715171,247
-117.5001039529852,-4.82,-2933.247686805493,-5634.691420000927,-535.6637090733059,0.7248218101763543,0.2711275652913536,248
-102.16280752714951,-19.55,-1265.7176848345646,-5872.629457780514,-2133.2620546725097,0.6197945698966864,0.15578502254760548,249
-117.96183020977881,3.64,-2983.100587722118,-5619.424212624764,404.73127146108914,0.37043612288852223,0.2468062278640722,250
-104.63679713288708,-6.37,-1600.9583626386834,-6130.031646241512,-707.2972056885576,0.08419128994150016,0.2818072141856035,251
-106.78243896939132,32.17,-1558.1071286941983,-5166.422140958775,3394.2612505408692,0.399379469011392,0.1158085573993434,252
-109.8025925351239,10.62,-2122.731871892472,-5895.2776166543135,1174.8771095848747,0.16591311270660847,0.06577123439243218,253
-116.55842416418594,35.55,-2319.0502480302152,-4639.441950180062,3706.50905003892,0.8344673739601737,0.2936866011714895,254
-106.04549298790121,-38.25,-1383.770266181492,-4811.358965579289,-3946.7239268501917,0.5083098084402495,0.23718628510992462,255
-112.34339423204723,-40.02,-1855.9644115490512,-4515.564443821414,-4099.475436779589,0.305514639582101,0.08060302703183464,256
-108.338291856619,-4.49,-1999.5909069739846,-6032.677086089949,-499.06751017497044,0.4786225955713249,0.12462169712426495,257
-110.12178768308665,-0.16,-2193.0983965055448,-5985.868984542268,-17.802335232608364,0.648177379686571,0.05108593301234595,258
-118.63181052398969,32.45,-2577.7962485472344,-4721.773378030944,3420.5917130657476,0.6445958209239901,0.021016535304757212,259
-113.4641258442458,-28.73,-2225.877984400424,-5127.946718736262,-3064.3522396035855,0.39162959706987466,0.19549464364926689,260
-109.49591746863463,16.14,-2043.7322304487634,-5772.6289373458185,1772.1565173377367,0.07565511266622638,0.024948462168381,261
-112.15913844916015,26.48,-2152.2664070625406,-5284.738197495105,2842.5193925400554,0.938176440677486,0.26910744539965675,262
-120.68878957719109,49.39,-2117.8151968558145,-3568.397554845682,4839.630428301103,0.48516192168077676,0.2979869372955048,263
-116.88040163983037,21.78,-2676.5727296429345,-5280.288721503374,2365.4036527612,0.36903011172008904,0.12182982832522493,264
-92.44453535631965,-43.87,-196.02236233399304,-4591.6449422317655,-4418.030891465388,0.04131355279409732,0.278300661149078,265
-110.93404709072841,-40.47,-1732.7839299195714,-4529.634115221758,-4137.692549529471,0.2910455407318425,0.14686700082914025,266
-121.88798472515383,38.61,-2631.527981796343,-4229.703364782179,3978.1019251614434,0.8313370155282429,0.27615116310341115,267
-103.38216254071179,-56.02,-824.6409391735809,-3466.266776922336,-5286.358572083751,0.48727862410743794,0.20710822853399535,268
-110.87198220313488,14.87,-2195.227936218196,-5757.179658935751,1635.9956243167726,0.8455403470225203,0.08571344953113452,269
-102.51125137712457,-12.81,-1346.6519419133642,-6068.714349102578,-1413.456648198817,0.7733378836000879,0.03763847684582406,270
-107.68140888415932,10.67,-1902.7622179136388,-5968.827988184118,1180.3446062698347,0.48837280993979637,0.07254006072360478,271
-114.18748070471479,-11.13,-2562.8617331996174,-5705.960157738982,-1230.6028664018247,0.7384388784573299,0.16554540381815916,272
-113.42480233001828,-12.96,-2469.7923982671714,-5700.581881302247,-1429.7261010523052,0.3193706196704079,0.06859608722639395,273
-107.86931564198403,21.15,-1824.3812016110207,-5658.752575956193,2300.1690188587163,0.0345820008041845,0.25370345998087085,274
-92.93094187673374,-47.52,-220.1370716855341,-4299.6149132520795,-4701.646123158359,0.45569636458133655,0.03226051924785992,275
-106.3361860147098,14.27,-1737.787633822632,-5928.8676450523,1571.383971913017,0.29743836169776405,0.1262357437917465,276
-117.68246259648262,48.39,-1966.697096705855,-3748.793508535437,4766.474038550019,0.18665338404232112,0.20156259662621995,277
-103.40784060404124,-9.54,-1457.7976252344454,-6115.481633013498,-1056.5677830292632,0.21235644282573207,0.16796108446551675,278
-97.35713340512224,-21.0,-762.1208033259196,-5902.5773580357645,-2284.5956783512893,0.8838992856235935,0.08889186901196357,279
-117.62979918008482,-10.89,-2903.209481763154,-5546.299880895293,-1204.3908568987724,0.4508156461927798,0.01523577967324452,280
-111.57640022054714,0.49,-2344.2666647265264,-5928.074432475908,54.519057928520986,0.28723558912513836,0.2534467098943549,281
-113.8748968383835,51.92,-1591.3817666692723,-3595.409100151493,5018.083546062223,0.7278641081879004,0.2630415056812422,282
-117.11971098194743,47.07,-1979.323911473333,-3864.659020955984,4667.688132814085,0.39387996292942196,0.03662902860524723,283
-111.15631516716282,-7.11,-2283.1317955228074,-5899.602780629308,-789.0635177625131,0.004467923409449681,0.13445864827241452,284
-110.0809552730168,54.79,-1262.0305408843858,-3452.2156995746996,5208.65728163075,0.6608345991414757,0.22353012652682042,285
-96.03649314617496,-28.83,-587.3129227936486,-5553.878933476621,-3074.1043123167055,0.763972226219091,0.21748150821302178,286
-117.47254764986695,55.99,-1644.977012358887,-3163.6714719841943,5284.492260015543,0.19696441349293736,0.11300296474814123,287
-108.6532052256777,-42.8,-1496.057129932498,-4431.825830310955,-4331.438314667168,0.4971690874679886,0.22085615177631465,288
-96.96726807125395,-30.13,-668.820321221133,-5472.950486200366,-3200.018336435096,0.009888384248079696,0.2764697064929998,289
-110.85853993071679,38.84,-1768.021656304244,-4640.063144891148,3998.0668371429297,0.4407186382261251,0.2952284264985119,290
-111.86909119497756,-5.96,-2361.770254385256,-5884.258515987329,-661.9425825036468,0.03163277426141797,0.052190413076911586,291
-107.4489061299102,36.29,-1540.7913636688359,-4902.004181983523,3773.187243360654,0.5728688028904987,0.0495408320449993,292
-107.68142384245802,-46.78,-1325.9412176685519,-4159.37831643062,-4645.651397607705,0.8758192152380343,0.08138537031674696,293
-115.28129233144021,23.77,-2491.574921335387,-5275.424959529161,2569.5468292578958,0.7823408231557712,0.2372493886682021,294
-109.08453221156661,21.69,-1936.807036706525,-5598.052167564932,2356.1017447864324,0.8751641268279683,0.2651967239479013,295
-115.1932816206303,18.11,-2579.2356009389873,-5482.82333225189,1981.6197975805508,0.9052854015502979,0.2895556187520472,296
-110.24289966658905,-32.48,-1860.728510633841,-5045.650807917028,-3423.4079999732166,0.6641338805871467,0.1642512537302618,297
-113.6957757164477,45.8,-1786.127717838572,-4069.7277367403526,4570.305123771827,0.30945913700531424,0.1751753990456615,298
-109.74667979397971,23.12,-1980.882103650181,-5518.219067638671,2503.1958399189284,0.5700544243059009,0.19140066380710716,299
-113.32842022288375,-9.48,-2490.029753547392,-5773.899130336281,-1049.9836470872533,0.7163210406497298,0.24009946985052433,300
