lambda,phi,x,y,z,r_mean,r_std
-98.89731689781307,-30.47,-849.8142743169398,-5428.463608324593,-3232.6805521521474,0.5484783938795548,0.016016994807202423
-127.88630650873108,46.2,-2709.6476318690598,-3482.412359440977,4601.22145412706,0.26380764722363914,0.1256118022071552
-118.58827059845335,57.1,-1656.9616454531576,-3040.563509760704,5352.576636406884,0.7244503660388679,0.15403386204144712
-121.6510119718194,17.53,-3189.8878928257955,-5174.759779905035,1920.1826609675966,0.15696117703009893,0.10813806902316984
-90.93515828804257,-56.4,-57.57791368383489,-3527.401234411577,-5309.872909526884,0.11591686370515686,0.1158502146091962
-108.70570089387162,-47.89,-1370.9577485325806,-4048.9935481834063,-4729.349965746627,0.9684677869645949,0.15222047934616398
-108.34873523695326,37.48,-1592.5670723143637,-4801.773431168778,3879.088428471524,0.7043818371110371,0.26435025973624793
-108.43709796448529,-45.33,-1417.4189665650003,-4251.7252913827515,-4533.69391554371,0.030487611007352755,0.05494207268210236
-121.4656426226925,22.15,-3082.086256129006,-5036.284028191805,2403.583261957198,0.300707197634137,0.2946813854902563
-107.64433060546315,27.19,-1718.7814163199605,-5403.775561240109,2913.009633807841,0.6582963619971272,0.26211927604833474
-130.0462387825711,58.96,-2114.991237508903,-2516.42135359703,5462.147987414974,0.734722865046886,0.2550444889644429
-102.70593715442375,-12.67,-1368.020615438974,-6067.454568996151,-1398.2630828644901,0.5009618795232923,0.1753359806790744
-111.63164750327623,-3.28,-2346.2178771316617,-5916.320208323245,-364.7490447057931,0.6208488958820289,0.17008217945039195
-108.33984249296525,-23.48,-1839.8193269205765,-5550.150352630565,-2539.9844305594333,0.5140806288698112,0.019762799272247722
-110.97298787508731,36.54,-1833.2841918928236,-4782.6067610152195,3795.571978140763,0.4848969736934957,0.030801586243993127
-110.59195700366705,31.43,-1913.179392739977,-5092.101581111578,3324.2850507795,0.37618967293922767,0.2329681352475321
-114.21052527860469,-11.85,-2558.612389394678,-5690.374783971295,-1309.1075046686199,0.20792202493818168,0.1342678192132781
-108.57041975324297,25.75,-1828.6389922671246,-5442.984832631876,2769.588515953159,0.8644257613018745,0.12564747554095065
-113.12570562136204,-19.25,-2363.790900582042,-5534.947821851223,-2101.777863550269,0.8533252171433104,0.13487950223715955
-118.58302961559122,56.73,-1673.1860537354428,-3071.004210500423,5330.103804680908,0.5978392136449566,0.28587885181194234
-98.97875806749543,-56.89,-543.4815607687632,-3439.6604756927436,-5339.849118192528,0.24529052820743957,0.09706895415547208
-106.04286659487776,21.0,-1644.7562544701664,-5719.792343244629,2284.5956783512893,0.5897334148796154,0.2391843751509572
-103.02602220780808,-5.07,-1431.262123729825,-6186.656676713894,-563.3763374936854,0.4830536445951218,0.1665173425986126
-126.31194361774489,56.1,-2105.5741999508596,-2865.139948607077,5291.328317482968,0.7403488771784527,0.2869172898745932
-113.38270121559954,34.44,-2086.581017849078,-4825.8011674963345,3605.3360103800196,0.2909971850132439,0.26510651735351537
-117.05802095197905,46.55,-1994.3505279860976,-3904.3539916408554,4628.089333567329,0.8021979997358781,0.014549246717642638
-109.77353362566939,-20.51,-2019.9734429340342,-5618.834386451387,-2233.6142073940805,0.1043471331959801,0.2687677565228746
-110.93569302162814,-10.97,-2236.2899510593697,-5845.335447101854,-1213.1305641378656,0.18909643235504736,0.018959495896695443
-118.1204740934808,37.66,-2378.679532063276,-4451.042085836067,3894.962520212403,0.37552099921448945,0.046992949333567256
-102.11382107134541,-34.8,-1098.5514219434779,-5118.2604665735835,-3638.2989939882514,0.7888761259746798,0.12413312555326356
-112.13477083068352,7.74,-2380.1300166426972,-5851.363935902372,858.5721830443478,0.6395925914382425,0.009457749520309556
-108.63257442171128,6.65,-2023.0969271518923,-6000.224173860235,738.2504228050427,0.7819195487618664,0.07754504177405373
-102.72388013907367,5.75,-1397.0466821606958,-6187.160034476985,638.6988927769863,0.12530182914207144,0.2666662689439955
-102.7802205057043,-17.92,-1341.8113297549987,-5915.456258027569,-1961.5158971325232,0.20819705430427615,0.16322902675340206
-97.20919120666056,-55.81,-449.5590505338878,-3554.041170783798,-5273.263981298186,0.7895740750658619,0.12158739707159527
-110.593287134309,30.36,-1934.7986170617733,-5149.280033072777,3222.1257660764686,0.17267391537474075,0.25862381495724024
-109.12100567195243,21.67,-1940.63954515295,-5597.594815963298,2354.033863836578,0.7739645920917707,0.19069501856610513
-107.52073791206553,7.15,-1904.2756716315728,-6031.977216969223,793.4796912311914,0.7222057209598788,0.040095898121166484
-107.22033469985864,18.15,-1793.3960279791738,-5786.25593408264,1985.8494283610619,0.029742347646899092,0.1252806872235157
-97.64624428588891,-55.77,-477.1457106258919,-3554.156396090948,-5270.761736500438,0.19594196412704556,0.1901964780911568
-127.81460387902877,53.96,-2299.6046052887855,-2963.0726007346993,5154.8660915789,0.5002177460704919,0.16067984407806063
-123.86141282546151,55.7,-2001.6787293825832,-2983.1500938775757,5266.376627410495,0.18939732371607942,0.051380085429314694
-102.50025200503909,-38.62,-1078.0647675995344,-4862.734698672843,-3978.971300120635,0.5522129123136209,0.01958562379910914
-107.9595369338766,-13.16,-1914.078009172833,-5905.112905112897,-1451.4034424205024,0.45007197540092525,0.24912185667219078
-116.25316742647597,-17.96,-2682.4981254119584,-5438.810105400531,-1965.750097177765,0.412566902240868,0.2698541453684116
-118.65760198492433,4.41,-3048.2345423272823,-5577.5085688814415,490.19316500424435,0.17693364335128758,0.08775117772940762
-106.21013072482954,-54.16,-1042.0277777397994,-3584.317476972162,-5167.92717970083,0.529861447918732,0.24406866056186094
-103.49224523553134,0.75,-1487.2477621739422,-6198.5285213771485,83.4461717673208,0.5807036474392661,0.08670529887509594
-115.55332414732247,21.91,-2551.242771878338,-5336.00560822354,2378.829432293426,0.024684111921097096,0.10356631819172563
-103.15152700925495,-35.21,-1185.1108309922995,-5072.043276210266,-3675.665153753123,0.6526345590401588,0.0016113569129479588
-114.58866514186762,-27.57,-2351.425143798247,-5138.643548810259,-2950.5537228432395,0.10415462791585339,0.28349493383478713
-118.04897306988192,39.92,-2299.052937541523,-4314.988114430578,4090.948320708114,0.8578896822685546,0.08074451172006004
-106.57230902038916,-57.04,-989.2580145592539,-3324.267419550488,-5348.947532360494,0.48138575632189173,0.15158571304234802
-119.3919948028688,6.59,-3108.0632650809534,-5517.726099263663,731.6190496145715,0.6572205243467858,0.22523743730429616
-103.54289179434559,4.44,-1488.3741298591565,-6179.142684612528,493.5211573635747,0.8834760319159741,0.1996425519156624
-104.94321625303509,-18.3,-1560.7300243643642,-5847.900158808464,-2001.7019067922065,0.5179877408194644,0.2728014551559468
-121.50607418948113,56.01,-1862.4716420467482,-3038.5543718529098,5285.736629067443,0.5384333561133406,0.16994946824742987
-111.69368956032763,35.75,-1912.4604475685433,-4807.342021568938,3724.591618438644,0.43635290014695094,0.07140774889676357
-103.32955031979877,-37.83,-1160.8716152485792,-4899.544080626239,-3909.9194230713433,0.0772213487436696,0.07973603096285953
-108.45693731269749,-3.25,-2015.0268072346148,-6037.356214824418,-361.4165207165316,0.974417187889619,0.28740220061616145
-113.67052606479295,-28.24,-2254.775402167735,-5143.709418541677,-3016.432711562611,0.265161023851642,0.0706422835539315
-124.64336510163811,58.49,-1894.0607307941634,-2741.156362889345,5434.999608303089,0.2555612284658244,0.2926008143729262
-117.46443613082488,-10.41,-2891.7421335022136,-5563.413505630313,-1151.9039016768236,0.014772833070057945,0.0806193576580383
-121.65284690908865,49.81,-2158.879042424744,-3501.9661824467175,4869.9177751969055,0.6076352117597563,0.12772086896891957
-110.10259647642609,55.65,-1236.3220790108098,-3377.934531297187,5263.239593560267,0.7063350795328746,0.016998545676910736
-110.00315168198904,55.88,-1223.2201570958423,-3360.1946447257587,5277.6367245984975,0.03289177011521116,0.02474091810740617
-110.8419507038001,35.57,-1844.941593949356,-4846.15137675786,3708.319342837604,0.04810080629347879,0.2427977603442544
-111.66790281652254,-34.55,-1938.6780524442695,-4879.638053766946,-3615.4231942056836,0.16241889821781075,0.1430090186185838
-102.03349818503243,-44.84,-942.4240217351562,-4421.045001790407,-4495.200001713004,0.4111963847642691,0.2582053776821658
-123.53659316821886,48.3,-2342.9364889034878,-3534.8836321850854,4759.8184120693695,0.137648890998326,0.14673166093319684
-99.28074499812074,-13.38,-1000.2037738310778,-6120.777688965979,-1475.2280817115545,0.022190606308553074,0.29006456523227286
-105.44054260582904,8.51,-1678.581979289405,-6077.253615876285,943.3854075209548,0.5521428812498779,0.029191857037906166
-126.5451047443539,42.28,-2808.5521816947185,-3789.298128445399,4288.808615041948,0.6213701375184193,0.1749775356316167
-95.30089305017462,-47.18,-400.3155460539723,-4314.539391410509,-4676.01564406649,0.011209348699291022,0.012989554903637868
-118.71528193717779,36.95,-2447.761248321706,-4468.097781735314,3832.126313688854,0.6254412982537774,0.22570201067979034
-106.98010001168302,-49.85,-1200.4408115413942,-3931.3480528050263,-4872.788662120692,0.42134513720244016,0.18182217113413188
-102.53347928543157,-32.42,-1167.8174105083826,-5253.155722255653,-3417.7744883836604,0.4725643312728961,0.0031885187557444293
-118.41457552444703,9.1,-2995.3501928290207,-5536.417494695119,1008.2576787473325,0.2522914871659625,0.00013207113008681937
-120.89538667635125,15.74,-3150.641589112467,-5265.300538413089,1729.361968224613,0.8880516712723034,0.14621285228817515
-115.96591116876768,20.28,-2618.179596873047,-5376.17955650551,2209.6275647108296,0.40768919827631744,0.12974464079454576
-110.35215466846832,-19.1,-2095.0995361456967,-5647.984426611441,-2086.0141059917873,0.4302148850845213,0.2323805523775721
-122.27646480195409,53.29,-2034.961184254538,-3221.91968129517,5110.654708142607,0.13337894549480844,0.29028966149144886
-107.4268223323549,-22.93,-1758.3680223233614,-5601.767932798558,-2483.739705593241,0.04019679476264015,0.15893281944478216
-105.03079382467986,-13.72,-1606.1066250599272,-5981.211179197317,-1512.0050723405818,0.017265281693664036,0.26909023803807586
-125.90522602456343,57.82,-1991.1040448738624,-2750.0742272082994,5395.666912192748,0.15787170578145504,0.020191421288556655
-98.41180815506402,-45.36,-655.2766232277756,-4431.20516222551,-4536.039942209194,0.04142340802069355,0.10882431194775256
-115.64592770980376,57.03,-1501.5312827980679,-3127.5014735937198,5348.342111294668,0.35738453642498524,0.18227980708038932
-106.4633272920755,-43.65,-1307.262741526569,-4423.640403988804,-4400.351656494537,0.7722389697738559,0.26938479531828835
-102.69809182289207,-31.77,-1191.3516754186892,-5287.265333772636,-3356.505843248783,0.32419493570795266,0.23297913937769732
-113.19347771305505,0.36,-2510.663081023553,-5859.657966736044,40.05504278043831,0.5541238034705855,0.0009001442725723895
-119.33034021353734,30.4,-2693.4202705995076,-4793.668790787095,3225.96524627242,0.643239362617327,0.03354853189860252
-111.10755473074173,-28.03,-2026.4745541549457,-5249.670493818805,-2995.8280303933902,0.5383986048012794,0.2159104380210107
-112.25448181263097,54.81,-1391.3629729663464,-3400.1851616683057,5209.940013457825,0.27520627503616,0.17954330810553573
-118.5231028554299,56.22,-1692.5618914294846,-3114.3159208216207,5298.76359059334,0.9094678448804075,0.012382707264111725
-96.42527248219692,-20.33,-668.968519767897,-5940.33394068833,-2214.8450945079235,0.261855181472736,0.25700309917398495
-102.06119546451023,8.06,-1318.9376427120958,-6172.6882663160195,893.8389460756266,0.7488579374841553,0.28499827566167996
-123.23246968253783,27.86,-3088.786129030789,-4714.3268711067585,2979.1185611633123,0.05933742566140354,0.2366032000778316
-116.51123641882587,44.64,-2024.7671739441203,-4059.0610057789877,4479.393557467663,0.7814226993546523,0.04055220751053516
-120.01948102126227,7.71,-3160.5443628495495,-5469.927504775903,855.2645339051533,0.022854389097177408,0.18497083930943922
-113.11694361256444,-7.39,-2482.0931988822676,-5814.4208613678275,-819.9685353432816,0.8338182684885974,0.14324019073237568
-111.83402031888409,8.87,-2342.628872599098,-5846.919159998358,982.9808246904765,0.6163056989427178,0.050488990394038834
-114.56571822109596,-27.53,-2350.222725083638,-5141.457053736897,-2946.6077966162293,0.7632422336456257,0.0765524494468173
-102.039225074921,1.3,-1329.363460016898,-6233.17731559293,144.63175152648117,0.8408593958456483,0.11341052801991895
-112.88526066865126,-28.44,-2179.960886750122,-5164.396083388001,-3036.018548383112,0.8141773553058425,0.2892149453012394
-106.14931800054882,-28.02,-1565.309965610151,-5405.675540752197,-2994.845849067192,0.4083552187598657,0.18297686356027412
-121.9445014984201,26.0,-3031.6296273268204,-4862.095008897159,2794.6160607803686,0.21990033587831348,0.18750186382367542
-106.01795242926991,-51.28,-1100.3486049875523,-3832.8386732361178,-4973.8521944713575,0.20278976327436637,0.23461258580392755
-114.00377618608847,10.57,-2549.325087739641,-5724.862430387839,1169.4087181798875,0.6356180451861565,0.16634119143984202
-98.04269333299517,-55.62,-503.65539764991684,-3564.420721229418,-5261.355449167872,0.6615417573954091,0.06918799169822826
-121.25190739091968,48.16,-2206.18421294758,-3635.406176720677,4749.441877610675,0.013291622976574824,0.13511659087228897
-105.65157899092799,25.87,-1547.534179468261,-5523.442582757448,2781.608347406087,0.6248770072350984,0.07444919599218267
-106.3566270261184,-21.57,-1669.5705036221007,-5688.609299259547,-2343.6901616495416,0.2306384382329547,0.15311457026651112
-120.88530713664561,20.39,-3067.381814660999,-5128.205461277724,2221.103903469698,0.9098142126170297,0.1313337958718974
-106.60388486656412,34.39,-1503.2703581493265,-5041.371603593147,3600.746531595116,0.07902795993777278,0.276927628784006
-108.4892014478297,-14.92,-1953.5194303512808,-5842.113061970743,-1641.3719281110054,0.8955570898884311,0.2016819070783332
-120.38387856669716,38.53,-2522.404479757945,-4302.107317009348,3971.1425652363178,0.13345345661566776,0.19275402869556624
-100.33315561293033,-26.07,-1027.1519892852025,-5633.519444586886,-2801.614259381353,0.10762728699476831,0.0784282974674287
-114.02878957719108,49.39,-1689.6706077513625,-3789.9360884800176,4839.630428301103,0.228500489963276,0.2328597851802584
-95.41892266058541,-53.94,-354.37805445648974,-3735.7591373594405,-5153.556525561264,0.29795626279423115,0.12319075588167294
-103.63667585267753,-21.91,-1394.4372170060465,-5747.811790575868,-2378.829432293426,0.014730742013531306,0.07751248609390952
-106.08312884108598,23.27,-1622.4128475340437,-5627.199604412221,2518.536512393543,0.4312962262819987,0.2326760411705252
-99.47325405223683,-43.14,-765.6171882788414,-4588.3044529982135,-4359.118898081212,0.7241818123658001,0.22525951020482882
-97.00721451720439,-58.43,-407.16418045302163,-3312.637718957042,-5431.507495447199,0.276174026434697,0.025250852300111502
-117.08763112569433,32.88,-2437.8605753622746,-4766.534380520437,3460.8685057960492,0.0792066938247965,0.29396253482037105
-110.99202630220356,-14.11,-2214.864945747655,-5772.321402325902,-1554.1248020505177,0.41475941443730446,0.21076246295434303
-124.11907072300016,39.24,-2769.491628407249,-4087.590712584104,4032.634782196169,0.9455729839383973,0.08429739042301097
-108.97268940205389,26.33,-1857.59784283542,-5403.221095461847,2827.5708740629784,0.44012476797120603,0.20560970942183188
-100.65554654195077,-9.95,-1161.0343205978281,-6170.839520461162,-1101.5279928847006,0.5282562993957248,0.13047139029250696
-112.11654040035756,3.61,-2395.372269659998,-5894.20857482415,401.40000773964266,0.16674535918972033,0.11660567126326085
-109.26622460009978,-26.96,-1874.8824824245553,-5363.958461629496,-2890.2232265018692,0.9997129673757903,0.2569298276772296
-123.92047960715949,49.91,-2291.005242449667,-3406.7444654498145,4877.09053906068,0.15860832624785515,0.21017078812102327
-111.28021420583735,-13.78,-2247.0819770823473,-5769.353239600878,-1518.4896394044117,0.40704008237295575,0.0670713829345976
-108.23447471621488,-51.64,-1237.960653482963,-3757.657054119997,-4998.809046568018,0.6985819264046635,0.08389134624692046
-107.88056229161815,-20.3,-1835.7677922294686,-5690.245983289409,-2211.7147787795066,0.3335074493667397,0.12063704818509469
-108.43323830774987,30.7,-1733.2656637673483,-5200.3144888904435,3254.711101686487,0.34858328989031295,0.10549532589576421
-118.68694912624314,4.86,-3049.148806169546,-5572.397172240907,540.0984286557183,0.46048160251350867,0.24666163869310428
-113.91069538537334,3.35,-2579.4502472638765,-5817.9280578518965,372.524543553821,0.4914699705840476,0.15052463281183193
-109.63194282119574,-54.49,-1244.083871579705,-3487.639354672653,-5189.340232844034,0.18220292947088357,0.04001189256077838
-103.50557646890903,2.13,-1487.7888400201539,-6194.430492813669,236.93931124169248,0.9382884129655241,0.2199150900919531
-110.8068073740562,34.52,-1865.7982168913986,-4909.991085092275,3612.67346409266,0.7849686786918931,0.23025570641601853
-100.9923263476135,-36.68,-974.8673112512224,-5018.846154315819,-3808.0758927262887,0.4329126996509266,0.2682234601909451
-92.90405969046233,-48.75,-212.95624594821115,-4197.931528975327,-4792.978772678481,0.0006010736554631357,0.013094363894531025
-109.63960387384832,-9.53,-2113.0837641497455,-5921.273850607957,-1055.4705073061814,0.9585939563390432,0.012260952355379606
-114.03485431169133,48.12,-1733.3447744203668,-3886.7910919912397,4746.47194242283,0.8039254752681618,0.08201431195319046
-95.34324145250291,-34.86,-487.12263271477514,-5208.283009131973,-3643.7788952520473,0.7509553550617366,0.04723506165477341
-114.08017797901213,-21.72,-2416.4246288566933,-5407.002689701286,-2359.203027850264,0.33127949561168246,0.2648457542317675
-102.19239250139697,-16.66,-1289.851570258422,-5969.637080778426,-1827.6599931325059,0.22825170608261303,0.2784760301302864
-105.34183020977882,3.64,-1683.2768900677625,-6135.421461420991,404.73127146108914,0.7448213256450353,0.0561309244576253
-108.46303827402295,3.42,-2015.3211890563146,-6036.097895628697,380.2994863623382,0.051134899931993605,0.07003997344916461
-101.23935974105272,-7.83,-1230.955004553407,-6194.44052716375,-868.4937145404108,0.6181113007146938,0.17707719539348762
-118.3274602327374,34.07,-2505.7719439382845,-4648.385031231871,3571.309083010211,0.09664210829316411,0.01742121660799076
-118.80727752623483,27.15,-2733.412885506236,-4970.563978939746,2909.050141990533,0.7457483360537448,0.10724096682836577
-109.83673176529186,-42.78,-1587.790150305197,-4401.4013254519505,-4329.805285564653,0.8999461482240341,0.2548022452280527
-107.81332099220855,-39.51,-1504.620178894854,-4682.602480310357,-4055.857138590277,0.23733890044575323,0.14901970092813352
-112.24555992787293,-34.62,-1986.101605922305,-4855.752663164159,-3621.8353752106154,0.15073446521110334,0.00208815822764008
-105.86632933927324,-48.17,-1162.3707139095886,-4089.654177524215,-4750.183999773488,0.7717356084826187,0.1640441460626267
-113.11821074453684,32.94,-2100.6295507453347,-4920.522827100177,3466.4730777148015,0.323981436426661,0.024196995420250667
-107.09968892723266,-1.93,-1873.4106383515668,-6089.734094691776,-214.70034014809727,0.11499438115782823,0.023357828544603998
-91.80179634151838,-53.47,-119.31262786099552,-3792.8017900064356,-5122.60129998001,0.19672879641011232,0.06959044075562486
-120.95839345103943,39.86,-2517.3083886445825,-4196.404272757268,4085.8260677669778,0.9282003668577066,0.2285288502533639
-115.05825248504074,53.13,-1620.0423856803382,-3464.990240346385,5099.993166946742,0.5003856642549924,0.2514178673140037
-119.85542763066688,52.32,-1939.8406131737188,-3379.567405045732,5045.410543279334,0.07434238515851754,0.2482534512165631
-117.245250437843,57.65,-1561.6468775395822,-3032.7423557748552,5385.56940660503,0.7215002902064193,0.2893801532579693
-119.22521421101779,49.71,-2012.7537492265312,-3597.680165523433,4862.730176719023,0.2131919105123502,0.15339398503370558
-124.11679398813405,59.19,-1831.4071013369198,-2703.2698748319945,5475.299536372281,0.43404025969319915,0.09303565507521289
-101.3732650795942,-18.64,-1191.2062993424922,-5921.985067251741,-2037.5832291354768,0.5287781683944842,0.2395510007021087
-114.9470830061866,12.12,-2628.9195746082164,-5651.35739267104,1338.4941130031702,0.31543111757324593,0.255553171078784
-104.96149708229669,-47.29,-1116.3486509706163,-4177.497021354978,-4684.325920134762,0.658733863175901,0.0994884134811498
-98.38129547619324,-41.79,-692.8196159609436,-4702.387244825222,-4248.3149811948715,0.2092498562328543,0.27338914937196485
-105.02214128254616,5.57,-1644.5490804632648,-6128.06726330329,618.768889310022,0.9096028504176215,0.19133683896148443
-117.93007796732911,28.13,-2633.3026746500436,-4967.136120800299,3005.644819522407,0.6851270714279812,0.2808550573572622
-111.2727657866456,-39.74,-1778.5147684560216,-4568.069030929022,-4075.568125679046,0.7870086072413169,0.18403290527872976
-107.00796345662731,-26.78,-1664.7132706971563,-5442.326242900985,-2872.3578802433435,0.19206240961187548,0.07437098320552579
-110.02735076607351,26.64,-1951.4683978893197,-5353.662269239187,2858.4430025739557,0.8466792884118409,0.1697709511821055
-106.79619782825544,22.38,-1703.418411550386,-5643.347404512382,2427.2661137943887,0.10787505328219438,0.07636217364945377
-113.26270672927824,46.69,-1727.0670743717096,-4017.4007133507657,4638.788185398197,0.6301356292720537,0.016466010709411248
-104.43547566067686,-58.61,-827.7626372597557,-3215.6555502717124,-5441.965949761493,0.6680946942018321,0.0650082433833396
-97.98257599408781,-26.13,-794.827554970468,-5667.998207987411,-2807.609387381222,0.019934475312605948,0.05910783333827182
-105.37122539146849,20.14,-1586.5070110049885,-5771.0963962830165,2195.0095418565256,0.25413745596738224,0.17204588108297367
-108.567232630617,-54.46,-1179.9280759906796,-3512.7295328409346,-5187.4006944322355,0.29059161217238705,0.12134708699012298
-117.91963301461833,18.94,-2823.372955821767,-5328.007983386316,2069.1836751013534,0.937992299031873,0.20666202338732034
-100.2389100608515,-45.66,-791.993333723062,-4384.62701699013,-4559.431705949599,0.9794532394869517,0.17716433998173658
-109.31678059185099,-43.12,-1539.25681671569,-4391.304125938606,-4357.494868121918,0.8966420426498044,0.20975197466717385
-113.9426453029852,55.31,-1472.4203210774622,-3316.039731120454,5241.8015891207415,0.2865703778447044,0.0505054017425795
-111.04072767089639,-33.74,-1903.3109006826342,-4947.7792766747725,-3540.8350490598023,0.6601246626147821,0.19528719006541476
-105.97401716377016,-52.55,-1066.8014791877133,-3726.7565094496504,-5061.012302225471,0.14366398913650102,0.08435771902970086
-117.7676571113504,-0.07,-2970.028868535782,-5640.876958316575,-7.788529849464834,0.8667412868361467,0.023078914201862356
-108.41872893708631,41.62,-1505.777804492019,-4521.5997494589665,4234.193418963263,0.3502584853822278,0.1620797521924199
-124.71669790739232,27.09,-3232.3702350553876,-4665.229916420195,2903.1082464258893,0.2989636002137972,0.20483809278456175
-124.10271854282388,54.8,-2060.3558945249256,-3042.821940560385,5209.2987268864445,0.6036551198770473,0.2943238621497563
-95.25545046120905,-42.05,-433.60098222033366,-4713.923966124419,-4269.840281534592,0.22728055511289336,0.24793263151037073
-121.5443006785049,15.11,-3219.8251512404863,-5245.169539936806,1661.790447908004,0.9682318550688963,0.1052578743871745
-102.06411245832363,-4.06,-1329.07001758526,-6218.558903763833,-451.3568973389746,0.17907009559013976,0.15634538546693447
-105.46881004916847,4.19,-1695.7557813571675,-6127.649038920156,465.7838402248735,0.379991154104787,0.02645869064888958
-118.88178611071012,32.62,-2593.4587737767306,-4701.574358081161,3436.5382500641845,0.3707318279086157,0.170017899463235
-117.94124980474805,19.97,-2807.4978639156207,-5293.222109668264,2177.2414753141807,0.6970298452772461,0.18747886446954073
-107.2230831592799,-41.95,-1403.8560178478608,-4528.6664613577905,-4261.571701018938,0.18330576107074348,0.15173703666378818
-120.45744763300348,42.35,-2388.201863814483,-4061.2564017057252,4294.567882485651,0.44005265134508886,0.19034815010069814
-107.6548440705222,7.23,-1918.050974118932,-6026.441961823207,802.3108758192604,0.8085681013928671,0.2127322526339422
-113.60480784369699,-0.71,-2552.519283869434,-5841.149711006063,-78.99594349371381,0.39600048420453937,0.07975300519520542
-111.96218853672876,38.01,-1878.53144876244,-4658.377172885427,3925.718623532571,0.7414580042963442,0.24855610987593516
-108.47897464225844,7.14,-2004.9296365933917,-5999.418549131058,792.3756840361062,0.6790657362835938,0.0861692021348264
-110.681679002611,-23.98,-2057.162685203033,-5449.392290731278,-2590.9130337251327,0.366622622459985,0.09509601490581424
-116.25442747239315,42.9,-2065.7945702120146,-4188.201087131877,4339.595539613101,0.3537428902535785,0.29178154381448995
-98.89573712069682,-39.95,-755.7270493990633,-4828.322255514608,-4093.5077651946526,0.8731080814401128,0.14430512082198146
-108.01547094354731,39.73,-1516.3042169884632,-4662.4204710407275,4074.7124895829593,0.375361658311822,0.24147509707537046
-92.94103952985199,-48.2,-218.01631547474116,-4243.547790435848,-4752.409497978247,0.8263907758390951,0.2182897818459196
-109.91572924845336,-3.03,-2168.5292998317823,-5985.361601130381,-336.975042822242,0.08721465385308624,0.23812650502611235
-107.7195991463579,-38.17,-1525.4168405283094,-4774.123719386823,-3939.729835232457,0.5102018280982473,0.1718387831456938
-118.33104662626809,58.25,-1591.9830857885916,-2952.7992406113767,5420.995434346713,0.007859855854778663,0.2335652701746221
-100.79467553613006,-40.75,-904.5128520267052,-4744.0175405570735,-4161.343421949856,0.7959778515258991,0.1331598993292911
-97.79663332598537,-25.71,-779.2000388462102,-5690.785883394204,-2765.5792031368983,0.31569207596846727,0.056400410667921314
-115.38477083068352,7.74,-2708.032116033715,-5707.01680959785,858.5721830443478,0.8320900445050575,0.07486679708546555
-119.58026697369866,30.91,-2700.022548631846,-4756.712958419343,3274.7801556875684,0.7684140836338991,0.12148516404995492
-104.86185540924663,-12.92,-1593.723760138028,-6005.7420111085075,-1425.3885338313376,0.9133780022138368,0.23349727558530725
-102.02286186738733,-7.64,-1316.1370212877214,-6179.81184983856,-847.5457756315033,0.35997760272109824,0.004790898331253756
-92.4204780244221,-44.29,-192.7214605973271,-4559.246803271831,-4451.601063154787,0.09355780039562112,0.2616967940695195
-106.94372027347414,31.44,-1585.119126697889,-5202.9644007512525,3325.234397556312,0.3340894915177929,0.025680773457622885
-105.0339124245967,-31.34,-1412.3465315546887,-5258.49736683534,-3315.7363764013626,0.058382925073491077,0.2810839097518981
-111.40144746954931,-30.56,-2003.1182640555153,-5110.975287976544,-3241.307425391845,0.5079791821618869,0.18716404138087223
-96.33734209728088,-47.03,-479.6430645083205,-4318.744600043059,-4664.655679711846,0.0872061715330692,0.09352759002989518
-112.28721845850657,-13.4,-2351.8969567303125,-5738.163118014175,-1477.392884775253,0.7911487803622184,0.18155278843855807
-108.12208615612006,10.05,-1952.471999143577,-5965.807092261578,1112.4854293345738,0.16801466646369212,0.2883691001500526
-112.24824932992682,-8.29,-2388.483775509353,-5838.741061269483,-919.1697740756621,0.2663688369491032,0.11137207216802553
-120.20330682009812,1.55,-3205.8966842822806,-5507.550828948016,172.4393118227401,0.6950420025313536,0.27013355693867686
-103.75455346973226,-39.9,-1162.8226618324952,-4750.428740587955,-4089.241401253381,0.19798674281571527,0.24039412754421705
-107.55300598849992,40.51,-1461.7563396371384,-4621.187307002378,4141.077308760456,0.008941578081523183,0.2941684115292587
-108.42806662342424,-15.21,-1944.6336416753375,-5836.23760345091,-1672.5297114640734,0.2714331982092123,0.24494737358125024
-113.07718774536006,-9.09,-2467.4326100049766,-5791.202985868323,-1007.1590199932926,0.6824273126994029,0.24226171890298837
-109.58855567520374,-35.0,-1750.7770603139202,-4919.862638199457,-3656.5497817379187,0.7815187097660196,0.07061454113625101
-116.04311702754033,15.16,-2701.522529208879,-5528.379163572772,1667.1607144937423,0.718726822115969,0.22065419992660104
-111.17688140008315,17.62,-2194.9151025575097,-5665.608389510416,1929.7290662873254,0.5267507895748017,0.021129672042424275
-104.13706489277399,8.15,-1541.319486509374,-6119.4926433974915,903.7527471108787,0.44128672972057037,0.23047546014233508
-110.81706253420921,57.32,-1223.2929099193695,-3217.4546737786895,5365.833102018798,0.326291395040736,0.22549659909890477
-106.64017246533344,-33.97,-1513.9808421624405,-5065.572354025751,-3562.086991595673,0.5253746059010894,0.1478275843392255
-95.05379744425412,-51.02,-353.26175543263577,-3994.597962547469,-4955.705625817605,0.8596520603235505,0.27279537586213093
